case_number,year,month,day,country,activity,species,type,people_involved,sex,fatal
1984.09.22.a,1984.0,9.0,22.0,USA,Board_Activity,Unspecified_Hammerhead,Unprovoked,I,M,N
1984.09.19,1984.0,9.0,19.0,USA,Swimming_Activity,Unknown,Unprovoked,U,U,N
1984.09.17,1984.0,9.0,17.0,USA,Wading_Activity,Great_Blue,Unprovoked,I,M,N
1984.09.15,1984.0,9.0,15.0,USA,Snorkeling_Activity,Great_White,Unprovoked,I,M,Y
1984.09.11,1984.0,9.0,11.0,MEX,Spearfishing_Activity,Great_White,Provoked,I,M,N
1984.08.07,1984.0,8.0,7.0,IDN,Sea_Disaster,Unknown,Unprovoked,M,S,Y
1984.07.24.b,1984.0,7.0,24.0,USA,Swimming_Activity,Unknown,Unprovoked,I,F,N
1984.07.24.a,1984.0,7.0,24.0,USA,Swimming_Activity,Unknown,Unprovoked,I,F,N
1984.07.01,1984.0,7.0,1.0,USA,Sea_Disaster,Unknown,Unprovoked,I,M,N
1984.06.15,1984.0,6.0,15.0,ZAF,Board_Activity,Great_White,Unprovoked,I,M,N
1984.06.03.b,1984.0,6.0,3.0,USA,Board_Activity,Unspecified_Hammerhead,Unprovoked,I,F,N
1984.06.03,1984.0,6.0,3.0,OTH,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1984.05.31,1984.0,5.0,31.0,ZAF,Spearfishing_Activity,Unknown,Unprovoked,I,M,N
1984.03.14,1984.0,3.0,14.0,ZAF,Board_Activity,Unknown,Unprovoked,I,M,N
1984.03.10,1984.0,3.0,10.0,ZAF,Paddle_Boat_Activity,Unknown,Boating,I,M,N
1984.03.01,1984.0,3.0,1.0,AUS,Unknown_Activity,Unknown,Unprovoked,I,U,N
1984.02.18,1984.0,2.0,18.0,ZAF,Fishing_Activity,Sand_Tiger,Provoked,I,M,N
1984.02.17,1984.0,2.0,17.0,ZAF,Scuba_Diving_Activity,Dusky_Reef,Provoked,I,M,N
1984.02.11,1984.0,2.0,11.0,AUS,Spearfishing_Activity,Great_White,Unprovoked,I,M,N
1984.01.05,1984.0,1.0,5.0,ZAF,Swimming_Activity,Sand_Tiger,Unprovoked,I,M,N
1984.01.04,1984.0,1.0,4.0,ZAF,Unknown_Activity,Unknown,Unprovoked,I,F,Y
1983.12.25,1983.0,12.0,25.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1983.12.24,1983.0,12.0,24.0,AUS,Shellfish_Hunting_Activity,Great_White,Unprovoked,I,M,N
1983.12.22,1983.0,12.0,22.0,ZAF,Swimming_Activity,Unknown,Unprovoked,I,M,N
1983.12.21,1983.0,12.0,21.0,ZAF,Swimming_Activity,Sand_Tiger,Unprovoked,I,M,N
1983.11.21,1983.0,11.0,21.0,PHL,Sea_Disaster,Unknown,Sea Disaster,I,M,N
1983.11.10.R,1983.0,11.0,10.0,USA,Board_Activity,Tiger,Unprovoked,I,M,N
1983.10.17.a,1983.0,10.0,17.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1983.10.13,1983.0,10.0,13.0,USA,Wading_Activity,Unknown,Unprovoked,I,M,N
1983.09.04,1983.0,9.0,4.0,USA,Wading_Activity,Unknown,Unprovoked,I,M,N
1983.08.20.b,1983.0,8.0,20.0,USA,Board_Activity,Great_White,Unprovoked,I,M,N
1983.08.20.a,1983.0,8.0,20.0,ZAF,Spearfishing_Activity,Great_White,Unprovoked,I,M,N
1983.08.15,1983.0,8.0,15.0,USA,Swimming_Activity,Sand_Tiger,Unprovoked,I,F,N
1983.08.13.b,1983.0,8.0,13.0,USA,Snorkeling_Activity,Nurse,Provoked,I,M,N
1983.08.13.a,1983.0,8.0,13.0,USA,Free_Diving_Activity,Bull,Unprovoked,I,F,N
1983.08.06,1983.0,8.0,6.0,USA,Fishing_Activity,Unknown,Boating,M,S,N
1983.07.26,1983.0,7.0,26.0,AUS,Swimming_Activity,Tiger,Sea Disaster,I,F,Y
1983.07.25.b,1983.0,7.0,25.0,AUS,Swimming_Activity,Tiger,Sea Disaster,I,M,Y
1983.07.25.a,1983.0,7.0,25.0,AUS,Shellfish_Hunting_Activity,Tiger,Sea Disaster,I,M,N
1983.07.15,1983.0,7.0,15.0,ZAF,Board_Activity,Unknown,Unprovoked,I,M,N
1983.07.12.b,1983.0,7.0,12.0,USA,Board_Activity,Unspecified_Hammerhead,Unprovoked,I,F,N
1983.07.12.a,1983.0,7.0,12.0,BHS,Spearfishing_Activity,Unknown,Unprovoked,I,M,N
1983.07.05,1983.0,7.0,5.0,USA,Inflatable_Craft_Activity,Unknown,Unprovoked,I,M,N
1983.06.29,1983.0,6.0,29.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
1983.06.22,1983.0,6.0,22.0,BHS,Spearfishing_Activity,Unknown,Unprovoked,I,M,Y
1983.06.20,1983.0,6.0,20.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1983.06.15,1983.0,6.0,15.0,BHS,Unknown_Activity,Oceanic_Blacktip,Unprovoked,I,M,N
1983.05.31,1983.0,5.0,31.0,USA,Ski_Activity,Unknown,Unprovoked,I,M,N
1983.05.24,1983.0,5.0,24.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1983.05.21,1983.0,5.0,21.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1983.04.19,1983.0,4.0,19.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1983.04.12,1983.0,4.0,12.0,ZAF,Fishing_Activity,Sand_Tiger,Unprovoked,I,M,N
1983.04.02.b,1983.0,4.0,2.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1983.03.30.a,1983.0,3.0,30.0,ZAF,Spearfishing_Activity,Bull,Unprovoked,I,M,N
1983.03.22,1983.0,3.0,22.0,ZAF,Board_Activity,Unknown,Unprovoked,I,M,N
1983.03.10,1983.0,3.0,10.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1983.02.20,1983.0,2.0,20.0,ZAF,Board_Activity,Unknown,Unprovoked,I,M,N
1983.01.24,1983.0,1.0,24.0,USA,Fishing_Activity,Unknown,Provoked,I,M,N
1983.01.10,1983.0,1.0,10.0,ZAF,Board_Activity,Unknown,Unprovoked,I,M,N
1983.01.08,1983.0,1.0,8.0,ZAF,Spearfishing_Activity,Great_White,Unprovoked,I,M,N
1982.10.13,1982.0,10.0,13.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1982.09.30.b,1982.0,9.0,30.0,ZAF,Board_Activity,Unknown,Unprovoked,I,F,N
1982.09.30.a,1982.0,9.0,30.0,ZAF,Board_Activity,Great_White,Unprovoked,I,M,N
1982.09.27,1982.0,9.0,27.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1982.09.25,1982.0,9.0,25.0,USA,Free_Diving_Activity,Great_White,Unprovoked,I,M,N
1982.09.19,1982.0,9.0,19.0,USA,Shellfish_Hunting_Activity,Great_White,Unprovoked,I,M,N
1982.08.29.c,1982.0,8.0,29.0,JPN,Unknown_Activity,Unknown,Unprovoked,I,M,Y
1982.08.29.a,1982.0,8.0,29.0,ZAF,Swimming_Activity,Unknown,Unprovoked,I,F,N
1982.07.24.b,1982.0,7.0,24.0,ZAF,Board_Activity,Great_White,Unprovoked,I,M,N
1982.07.24.a,1982.0,7.0,24.0,USA,Board_Activity,Great_White,Unprovoked,I,M,N
1982.07.19,1982.0,7.0,19.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
1982.07.01,1982.0,7.0,1.0,USA,Swimming_Activity,Unknown,Unprovoked,I,F,N
1982.06.29,1982.0,6.0,29.0,ZAF,Board_Activity,Great_White,Unprovoked,I,M,Y
1982.06.26.b,1982.0,6.0,26.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
1982.06.26.a,1982.0,6.0,26.0,BHS,Spearfishing_Activity,Lemon,Unprovoked,I,M,N
1982.06.25,1982.0,6.0,25.0,USA,Unknown_Activity,Unknown,Unprovoked,I,F,N
1982.06.13,1982.0,6.0,13.0,USA,Board_Activity,Unspecified_Reef,Unprovoked,I,M,N
1982.03.10,1982.0,3.0,10.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1982.03.07,1982.0,3.0,7.0,AUS,Board_Activity,Unknown,Unprovoked,I,M,Y
1982.02.28,1982.0,2.0,28.0,AUS,Spearfishing_Activity,Great_White,Unprovoked,I,M,Y
1982.02.27,1982.0,2.0,27.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1982.02.17,1982.0,2.0,17.0,ZAF,Fishing_Activity,Unknown,Provoked,I,M,N
1982.02.14.b,1982.0,2.0,14.0,USA,Wading_Activity,Unknown,Unprovoked,I,F,N
1982.02.14.a,1982.0,2.0,14.0,USA,Swimming_Activity,Unknown,Unprovoked,I,F,N
1982.02.13,1982.0,2.0,13.0,USA,Swimming_Activity,Unknown,Unprovoked,I,F,Y
1982.02.07.a,1982.0,2.0,7.0,USA,Scuba_Diving_Activity,Great_White,Unprovoked,I,M,N
1982.02.07..b,1982.0,2.0,7.0,USA,Free_Diving_Activity,Unknown,Unprovoked,I,M,Y
1982.01.29,1982.0,1.0,29.0,ZAF,Swimming_Activity,Sand_Tiger,Unprovoked,I,M,N
1981.12.19,1981.0,12.0,19.0,USA,Board_Activity,Great_White,Unprovoked,I,M,Y
1981.12.13.b,1981.0,12.0,13.0,AUS,Unknown_Activity,Unknown,Unprovoked,I,M,N
1981.12.13.a,1981.0,12.0,13.0,USA,Spearfishing_Activity,Tiger,Unprovoked,I,M,N
1981.11.30,1981.0,11.0,30.0,REU,Spearfishing_Activity,Unknown,Unprovoked,I,M,N
1981.10.19.b,1981.0,10.0,19.0,ZAF,Shark_Hunting_Activity,Great_White,Provoked,I,M,N
1981.11.09,1981.0,11.0,9.0,USA,Boat_Craft_Activity,Unknown,Unprovoked,I,M,N
1981.10.19.a,1981.0,10.0,19.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
1981.10.17,1981.0,10.0,17.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1981.10.16,1981.0,10.0,16.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1981.10.01,1981.0,10.0,1.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1981.09.28,1981.0,9.0,28.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1981.09.27,1981.0,9.0,27.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1981.09.15,1981.0,9.0,15.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1981.09.03.b,1981.0,9.0,3.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1981.09.03.a,1981.0,9.0,3.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1981.08.29,1981.0,8.0,29.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1981.08.24.b,1981.0,8.0,24.0,USA,Spearfishing_Activity,Unknown,Provoked,I,M,N
1981.08.10.b,1981.0,8.0,10.0,USA,Free_Diving_Activity,Sand_Tiger,Unprovoked,I,M,N
1981.08.10.a,1981.0,8.0,10.0,USA,Sea_Disaster,Unknown,Unprovoked,I,F,Y
1981.08.07,1981.0,8.0,7.0,BHS,Snorkeling_Activity,Unspecified_Mako,Unprovoked,I,M,N
1981.07.20,1981.0,7.0,20.0,USA,Swimming_Activity,Sand_Tiger,Unprovoked,I,F,N
1981.07.18,1981.0,7.0,18.0,ZAF,Board_Activity,Unknown,Unprovoked,I,M,N
1981.07.07,1981.0,7.0,7.0,USA,Spearfishing_Activity,Unknown,Unprovoked,I,M,N
1981.07.01,1981.0,7.0,1.0,ZAF,Fishing_Activity,Unknown,Unprovoked,I,M,N
1981.06.15.R,1981.0,6.0,15.0,ENG,Fishing_Activity,Unspecified_Thresher,Boating,M,S,N
1981.05.24,1981.0,5.0,24.0,USA,Spearfishing_Activity,Unknown,Unprovoked,I,M,Y
1981.05.23,1981.0,5.0,23.0,OTH,Shellfish_Hunting_Activity,Great_White,Unprovoked,I,F,Y
1981.05.20,1981.0,5.0,20.0,ZAF,Board_Activity,Sand_Tiger,Unprovoked,I,M,N
1981.05.19,1981.0,5.0,19.0,USA,Free_Diving_Activity,Unknown,Unprovoked,I,M,N
1981.05.16,1981.0,5.0,16.0,USA,Free_Diving_Activity,Lemon,Unprovoked,I,M,N
1981.05.10,1981.0,5.0,10.0,ZAF,Board_Activity,Sand_Tiger,Unprovoked,I,M,N
1981.05.07,1981.0,5.0,7.0,OTH,Shark_Hunting_Activity,Unknown,Provoked,I,M,N
1981.03.08,1981.0,3.0,8.0,OTH,Sea_Disaster,Unknown,Sea Disaster,U,U,N
1981.05.05,1981.0,5.0,5.0,ZAF,Board_Activity,Tiger,Unprovoked,I,M,N
1981.03.25,1981.0,3.0,25.0,USA,Wading_Activity,Unknown,Unprovoked,I,M,N
1981.03.24,1981.0,3.0,24.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1981.03.04,1981.0,3.0,4.0,OTH,Spearfishing_Activity,Great_White,Unprovoked,I,M,N
1981.02.19,1981.0,2.0,19.0,ZAF,Swimming_Activity,Unknown,Unprovoked,I,M,N
1981.02.16,1981.0,2.0,16.0,AUS,Wading_Activity,Unspecified_Hammerhead,Unprovoked,I,M,N
1981.02.07,1981.0,2.0,7.0,AUS,Unknown_Activity,Unknown,Unprovoked,I,U,N
1981.02.02,1981.0,2.0,2.0,USA,Board_Activity,Unspecified_Hammerhead,Unprovoked,I,M,N
1981.01.30,1981.0,1.0,30.0,USA,Spearfishing_Activity,Tiger,Unprovoked,I,M,N
1980.12.30,1980.0,12.0,30.0,ZAF,Board_Activity,Unknown,Unprovoked,I,M,N
1980.11.24,1980.0,11.0,24.0,REU,Spearfishing_Activity,Great_White,Unprovoked,I,M,N
1980.11.18,1980.0,11.0,18.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,M,N
1980.11.11.,1980.0,11.0,11.0,OTH,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1980.10.27,1980.0,10.0,27.0,USA,Board_Activity,Great_White,Unprovoked,I,M,N
1980.10.17,1980.0,10.0,17.0,USA,Board_Activity,Great_White,Unprovoked,I,M,N
1980.08.22.R,1980.0,8.0,22.0,MEX,Free_Diving_Activity,Unknown,Unprovoked,I,M,Y
1980.08.10,1980.0,8.0,10.0,USA,Wading_Activity,Unknown,Unprovoked,I,F,N
1980.08.04,1980.0,8.0,4.0,USA,Board_Activity,Tiger,Unprovoked,I,M,N
1980.07.26,1980.0,7.0,26.0,ESP,Snorkeling_Activity,Great_Blue,Unprovoked,I,M,N
1980.07.27,1980.0,7.0,27.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1980.07.23,1980.0,7.0,23.0,USA,Wading_Activity,Unknown,Unprovoked,I,F,N
1980.06.26,1980.0,6.0,26.0,USA,Scuba_Diving_Activity,Great_Blue,Provoked,I,F,N
1980.05.15,1980.0,5.0,15.0,ZAF,Board_Activity,Unknown,Unprovoked,I,M,N
1980.04.25,1980.0,4.0,25.0,JAM,Spearfishing_Activity,Unknown,Provoked,I,F,N
1980.04.22,1980.0,4.0,22.0,PHL,Sea_Disaster,Unknown,Sea Disaster,U,U,Y
1980.03.29,1980.0,3.0,29.0,ZAF,Free_Diving_Activity,Tiger,Unprovoked,I,M,Y
1980.03.28,1980.0,3.0,28.0,OTH,Swimming_Activity,Unknown,Unprovoked,I,U,N
1980.03.15,1980.0,3.0,15.0,PHL,Sea_Disaster,Unknown,Sea Disaster,M,S,Y
1980.03.11,1980.0,3.0,11.0,ZAF,Fishing_Activity,Unspecified_Hammerhead,Provoked,I,M,N
1980.01.31,1980.0,1.0,31.0,ZAF,Board_Activity,Great_White,Unprovoked,I,M,N
1980.01.25,1980.0,1.0,25.0,OTH,Spearfishing_Activity,Unknown,Unprovoked,I,M,N
1980.01.15,1980.0,1.0,15.0,ZAF,Spearfishing_Activity,Bull,Provoked,I,M,N
1980.01.13,1980.0,1.0,13.0,ZAF,Swimming_Activity,Unspecified_Hammerhead,Unprovoked,I,M,N
1980.01.10,1980.0,1.0,10.0,ZAF,Swimming_Activity,Sand_Tiger,Unprovoked,I,M,N
1980.01.05,1980.0,1.0,5.0,OTH,Snorkeling_Activity,Great_White,Unprovoked,I,M,Y
1979.12.21,1979.0,12.0,21.0,ZAF,Swimming_Activity,Unknown,Unprovoked,I,M,N
1979.12.01,1979.0,12.0,1.0,OTH,Free_Diving_Activity,Unknown,Unprovoked,I,M,N
1979.11.27,1979.0,11.0,27.0,USA,Board_Activity,Great_White,Unprovoked,I,M,N
1979.11.12,1979.0,11.0,12.0,ZAF,Shark_Hunting_Activity,Great_White,Provoked,I,M,N
1979.10.22,1979.0,10.0,22.0,ZAF,Fishing_Activity,Sand_Tiger,Provoked,I,M,N
1979.09.14,1979.0,9.0,14.0,AUS,Scuba_Diving_Activity,Unknown,Unprovoked,I,M,N
1979.08.28,1979.0,8.0,28.0,HKG,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1979.08.26,1979.0,8.0,26.0,HKG,Unknown_Activity,Unknown,Unprovoked,I,M,Y
1979.08.05,1979.0,8.0,5.0,USA,Paddle_Boat_Activity,Unknown,Unprovoked,I,M,N
1979.08.03,1979.0,8.0,3.0,OTH,Misc_Activity,Unknown,Unprovoked,I,M,Y
1979.06.19,1979.0,6.0,19.0,USA,Sea_Disaster,Unknown,Sea Disaster,I,M,N
1979.05.05,1979.0,5.0,5.0,ZAF,Spearfishing_Activity,Great_White,Provoked,I,M,N
1979.05.03,1979.0,5.0,3.0,ZAF,Scuba_Diving_Activity,Unknown,Unprovoked,I,M,Y
1979.04.08.b,1979.0,4.0,8.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
1979.04.08.a,1979.0,4.0,8.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1979.03.24,1979.0,3.0,24.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1979.03.11,1979.0,3.0,11.0,USA,Scuba_Diving_Activity,Great_White,Unprovoked,I,M,N
1979.03.01,1979.0,3.0,1.0,ZAF,Unknown_Activity,Unknown,Boating,U,U,N
1979.02.21,1979.0,2.0,21.0,ZAF,Board_Activity,Unknown,Unprovoked,I,M,N
1978.12.29,1978.0,12.0,29.0,AUS,Unknown_Activity,Unknown,Unprovoked,I,M,N
1978.12.12,1978.0,12.0,12.0,ZAF,Spearfishing_Activity,Great_White,Unprovoked,I,M,Y
1978.11.26,1978.0,11.0,26.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1978.11.23,1978.0,11.0,23.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1978.09.27,1978.0,9.0,27.0,ZAF,Spearfishing_Activity,Great_White,Unprovoked,I,M,N
1978.09.16,1978.0,9.0,16.0,ITA,Free_Diving_Activity,Great_White,Unprovoked,I,M,N
1978.09.02.R,1978.0,9.0,2.0,AUS,Shellfish_Hunting_Activity,Unknown,Unprovoked,I,M,N
1978.08.05,1978.0,8.0,5.0,USA,Wading_Activity,Unknown,Unprovoked,I,M,N
1978.08.01.R,1978.0,8.0,1.0,USA,Inflatable_Craft_Activity,Unknown,Unprovoked,I,M,N
1978.07.27,1978.0,7.0,27.0,USA,Sea_Disaster,Unknown,Sea Disaster,I,M,N
1978.07.19,1978.0,7.0,19.0,USA,Fishing_Activity,Unknown,Provoked,I,M,N
1978.06.21.b,1978.0,6.0,21.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1978.06.21.a,1978.0,6.0,21.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1978.04.02.b,1978.0,4.0,2.0,OTH,Free_Diving_Activity,Unknown,Unprovoked,I,M,N
1978.04.02.a,1978.0,4.0,2.0,OTH,Free_Diving_Activity,Unknown,Unprovoked,I,M,N
1978.03.05,1978.0,3.0,5.0,ZAF,Unknown_Activity,Unknown,Boating,M,S,N
1978.02.28,1978.0,2.0,28.0,ZAF,Fishing_Activity,Unknown,Unprovoked,I,F,N
1978.02.19,1978.0,2.0,19.0,ZAF,Free_Diving_Activity,Great_White,Unprovoked,I,M,N
1978.01.17,1978.0,1.0,17.0,ZAF,Board_Activity,Oceanic_Blacktip,Unprovoked,I,M,N
1977.12.31,1977.0,12.0,31.0,USA,Sea_Disaster,Unknown,Sea Disaster,I,M,N
1977.12.19.b,1977.0,12.0,19.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1977.12.19.a,1977.0,12.0,19.0,ZAF,Board_Activity,Tiger,Unprovoked,I,M,N
1977.11.12,1977.0,11.0,12.0,ZAF,Wading_Activity,Unknown,Provoked,I,M,N
1977.10.30,1977.0,10.0,30.0,ZAF,Spearfishing_Activity,Great_White,Unprovoked,I,M,N
1977.08.31,1977.0,8.0,31.0,AUS,Board_Activity,Great_White,Unprovoked,I,M,N
1977.08.23,1977.0,8.0,23.0,AUS,Inflatable_Craft_Activity,Unknown,Unprovoked,I,M,Y
1977.08.19,1977.0,8.0,19.0,ZAF,Fishing_Activity,Great_White,Boating,I,F,N
1977.08.14,1977.0,8.0,14.0,USA,Shellfish_Hunting_Activity,Great_White,Unprovoked,I,M,N
1977.07.02,1977.0,7.0,2.0,USA,Sea_Disaster,Unknown,Sea Disaster,I,M,N
1977.06.26,1977.0,6.0,26.0,USA,Spearfishing_Activity,Bull,Provoked,I,M,N
1977.06.06,1977.0,6.0,6.0,USA,Fishing_Activity,Bull,Unprovoked,I,M,N
1977.05.26,1977.0,5.0,26.0,ZAF,Fishing_Activity,Unspecified_Mako,Boating,I,M,N
1977.04.26,1977.0,4.0,26.0,AUS,Unknown_Activity,Unknown,Unprovoked,I,M,N
1977.04.21,1977.0,4.0,21.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
1977.03.17,1977.0,3.0,17.0,ZAF,Swimming_Activity,Unknown,Unprovoked,I,M,N
1977.03.13.c,1977.0,3.0,13.0,AUS,Sea_Disaster,Unknown,Sea Disaster,I,M,N
1977.03.13.b,1977.0,3.0,13.0,AUS,Sea_Disaster,Unknown,Sea Disaster,I,M,Y
1977.03.13.a,1977.0,3.0,13.0,AUS,Sea_Disaster,Unknown,Sea Disaster,I,M,Y
1977.02.26,1977.0,2.0,26.0,AUS,Board_Activity,Unknown,Unprovoked,I,M,N
1976.12.29,1976.0,12.0,29.0,AUS,Unknown_Activity,Unknown,Unprovoked,I,M,N
1976.12.18,1976.0,12.0,18.0,USA,Shellfish_Hunting_Activity,Great_White,Unprovoked,I,M,N
1976.11.27,1976.0,11.0,27.0,ZAF,Swimming_Activity,Great_White,Unprovoked,I,M,N
1976.11.25,1976.0,11.0,25.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1976.11.06,1976.0,11.0,6.0,ZAF,Shark_Hunting_Activity,Great_White,Provoked,I,F,N
1976.10.27,1976.0,10.0,27.0,ZAF,Boat_Craft_Activity,Great_White,Boating,I,M,N
1976.10.18,1976.0,10.0,18.0,USA,Board_Activity,Great_White,Unprovoked,I,M,N
1976.10.06,1976.0,10.0,6.0,ZAF,Board_Activity,Great_White,Unprovoked,I,M,N
1976.09.22,1976.0,9.0,22.0,NCL,Sea_Disaster,Unknown,Sea Disaster,U,U,N
1976.09.19,1976.0,9.0,19.0,AUS,Snorkeling_Activity,Unknown,Unprovoked,I,M,N
1976.09.17,1976.0,9.0,17.0,HKG,Sea_Disaster,Unknown,Sea Disaster,U,U,Y
1976.09.12.b,1976.0,9.0,12.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1976.09.12.a,1976.0,9.0,12.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1976.09.06,1976.0,9.0,6.0,USA,Board_Activity,Tiger,Unprovoked,I,M,N
1976.08.26,1976.0,8.0,26.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1976.08.24,1976.0,8.0,24.0,USA,Board_Activity,Great_White,Unprovoked,I,M,N
1976.07.24,1976.0,7.0,24.0,USA,Spearfishing_Activity,Unknown,Unprovoked,I,M,N
1976.07.21,1976.0,7.0,21.0,USA,Wading_Activity,Unknown,Unprovoked,I,M,N
1976.07.16,1976.0,7.0,16.0,USA,Scuba_Diving_Activity,Unknown,Unprovoked,I,M,Y
1976.07.12,1976.0,7.0,12.0,USA,Spearfishing_Activity,Unknown,Unprovoked,I,M,N
1976.06.23,1976.0,6.0,23.0,USA,Snorkeling_Activity,Unknown,Unprovoked,I,M,N
1976.06.10,1976.0,6.0,10.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
1976.06.02.R,1976.0,6.0,2.0,ITA,Fishing_Activity,Great_Blue,Provoked,I,M,N
1976.06.01,1976.0,6.0,1.0,AUS,Wading_Activity,Unknown,Boating,I,F,N
1976.05.02,1976.0,5.0,2.0,ZAF,Fishing_Activity,Unspecified_Mako,Boating,I,M,N
1976.03.12.b,1976.0,3.0,12.0,USA,Wading_Activity,Unknown,Unprovoked,I,M,N
1976.03.12.a,1976.0,3.0,12.0,ZAF,Fishing_Activity,Whale,Boating,I,M,N
1976.03.09,1976.0,3.0,9.0,ZAF,Unknown_Activity,Great_White,Boating,I,F,N
1976.03.02,1976.0,3.0,2.0,ZAF,Unknown_Activity,Great_White,Boating,I,F,N
1976.02.03,1976.0,2.0,3.0,ZAF,Observing_Activity,Great_White,Boating,M,S,N
1976.01.13,1976.0,1.0,13.0,ZAF,Shark_Hunting_Activity,Unknown,Provoked,I,M,N
1976.01.12,1976.0,1.0,12.0,AUS,Unknown_Activity,Unknown,Unprovoked,I,F,N
1976.01.11,1976.0,1.0,11.0,ZAF,Fishing_Activity,Great_White,Provoked,I,M,N
1976.01.08,1976.0,1.0,8.0,USA,Spearfishing_Activity,Unknown,Unprovoked,I,M,N
1976.01.02,1976.0,1.0,2.0,NZL,Spearfishing_Activity,Copper,Unprovoked,I,M,Y
1975.12.29,1975.0,12.0,29.0,AUS,Shark_Rescue_Activity,Unknown,Boating,I,M,N
1975.12.06,1975.0,12.0,6.0,USA,Spearfishing_Activity,Great_White,Unprovoked,I,M,N
1975.12.02,1975.0,12.0,2.0,AUS,Tank_Activity,Sand_Tiger,Provoked,I,M,N
1975.11.19.b,1975.0,11.0,19.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,N
1975.11.19.a,1975.0,11.0,19.0,ZAF,Wading_Activity,Dusky_Reef,Unprovoked,I,M,N
1975.11.07,1975.0,11.0,7.0,AUS,Unknown_Activity,Unknown,Unprovoked,I,M,N
1975.11.02,1975.0,11.0,2.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1975.10.12,1975.0,10.0,12.0,AUS,Board_Activity,Copper,Unprovoked,I,M,N
1975.08.17,1975.0,8.0,17.0,ZAF,Board_Activity,Great_White,Unprovoked,I,M,N
1975.08.12,1975.0,8.0,12.0,USA,Inflatable_Craft_Activity,Unknown,Unprovoked,I,M,N
1975.08.09,1975.0,8.0,9.0,USA,Shellfish_Hunting_Activity,Great_White,Unprovoked,I,M,N
1975.08.04,1975.0,8.0,4.0,HKG,Swimming_Activity,Unknown,Unprovoked,I,M,N
1975.07.30.b,1975.0,7.0,30.0,USA,Sea_Disaster,Unknown,Sea Disaster,I,F,Y
1975.07.30.a,1975.0,7.0,30.0,AUS,Shellfish_Hunting_Activity,Great_White,Unprovoked,I,M,Y
1975.07.26.b,1975.0,7.0,26.0,USA,Free_Diving_Activity,Unknown,Unprovoked,I,M,N
1975.07.26.a,1975.0,7.0,26.0,AUS,Board_Activity,Unknown,Unprovoked,I,F,N
1975.07.23,1975.0,7.0,23.0,USA,Shellfish_Hunting_Activity,Great_White,Unprovoked,I,M,N
1975.07.19,1975.0,7.0,19.0,USA,Shellfish_Hunting_Activity,Great_White,Unprovoked,I,M,N
1975.07.15,1975.0,7.0,15.0,USA,Swimming_Activity,Unknown,Unprovoked,I,F,N
