case_number,year,month,day,country,activity,species,type,people_involved,sex,fatal
1992.07.08.b,1992.0,7.0,8.0,OTH,Board_Activity,Unknown,Unprovoked,I,U,N
1992.07.08.a,1992.0,7.0,8.0,OTH,Board_Activity,Unknown,Unprovoked,I,U,N
1992.06.28.b,1992.0,6.0,28.0,OTH,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1992.06.28.a,1992.0,6.0,28.0,REU,Board_Activity,Unknown,Unprovoked,I,M,Y
1992.06.19,1992.0,6.0,19.0,OTH,Swimming_Activity,Unknown,Unprovoked,I,F,N
1992.06.17,1992.0,6.0,17.0,JPN,Fishing_Activity,Great_White,Boating,I,M,N
1992.05.22,1992.0,5.0,22.0,REU,Board_Activity,Tiger,Unprovoked,I,M,Y
1992.04.24,1992.0,4.0,24.0,NZL,Snorkeling_Activity,Great_White,Unprovoked,I,M,N
1992.04.09,1992.0,4.0,9.0,ZAF,Board_Activity,Unknown,Unprovoked,I,M,N
1992.03.28,1992.0,3.0,28.0,USA,Board_Activity,Tiger,Unprovoked,I,F,N
1992.03.10,1992.0,3.0,10.0,AUS,Board_Activity,Copper,Unprovoked,I,M,N
1992.03.08.c,1992.0,3.0,8.0,JPN,Shellfish_Hunting_Activity,Great_White,Unprovoked,I,M,Y
1992.03.08.b,1992.0,3.0,8.0,JPN,Fishing_Activity,Unknown,Boating,I,M,N
1992.03.08.a,1992.0,3.0,8.0,USA,Board_Activity,Great_White,Unprovoked,I,M,N
1992.02.19,1992.0,2.0,19.0,USA,Board_Activity,Tiger,Unprovoked,I,M,Y
1992.02.14,1992.0,2.0,14.0,JPN,Shellfish_Hunting_Activity,Unknown,Unprovoked,I,M,N
1992.01.29.b,1992.0,1.0,29.0,REU,Spearfishing_Activity,Unknown,Unprovoked,I,M,N
1992.01.29.a,1992.0,1.0,29.0,AUS,Board_Activity,Copper,Unprovoked,I,M,N
1992.01.23,1992.0,1.0,23.0,ZAF,Swimming_Activity,Bull,Unprovoked,I,M,N
1992.01.08,1992.0,1.0,8.0,ZAF,Spearfishing_Activity,Unknown,Unprovoked,I,M,N
1992.01.06,1992.0,1.0,6.0,OTH,Fishing_Activity,Grey_Reef,Unprovoked,I,M,N
1992.01.03,1992.0,1.0,3.0,JPN,Unknown_Activity,Unknown,Unprovoked,I,M,N
1991.12.04,1991.0,12.0,4.0,USA,Shellfish_Hunting_Activity,Great_White,Unprovoked,I,M,N
1991.11.26.b,1991.0,11.0,26.0,USA,Snorkeling_Activity,Tiger,Unprovoked,I,F,Y
1991.11.26.a,1991.0,11.0,26.0,USA,Snorkeling_Activity,Tiger,Unprovoked,I,F,N
1991.11.19,1991.0,11.0,19.0,USA,Falling_Into_Water,Tiger,Unprovoked,I,M,Y
1991.11.14,1991.0,11.0,14.0,USA,Fishing_Activity,Unknown,Provoked,I,M,N
1991.10.12,1991.0,10.0,12.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1991.10.05,1991.0,10.0,5.0,USA,Board_Activity,Great_White,Unprovoked,I,M,N
1991.09.08,1991.0,9.0,8.0,AUS,Scuba_Diving_Activity,Great_White,Unprovoked,I,M,Y
1991.08.30,1991.0,8.0,30.0,AUS,Shark_Hunting_Activity,Unknown,Provoked,I,M,N
1991.08.26,1991.0,8.0,26.0,USA,Swimming_Activity,Sand_Tiger,Unprovoked,I,M,N
1991.08.12,1991.0,8.0,12.0,USA,Wading_Activity,Unknown,Unprovoked,I,F,N
1991.08.09,1991.0,8.0,9.0,USA,Fishing_Activity,Lemon,Provoked,I,M,N
1991.07.30,1991.0,7.0,30.0,ITA,Paddle_Boat_Activity,Great_White,Boating,I,F,N
1991.07.27,1991.0,7.0,27.0,USA,Snorkeling_Activity,Unspecified_Reef,Unprovoked,I,M,N
1991.07.18,1991.0,7.0,18.0,USA,Inflatable_Craft_Activity,Oceanic_Blacktip,Unprovoked,I,M,N
1991.07.07,1991.0,7.0,7.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
1991.07.01.b,1991.0,7.0,1.0,REU,Board_Activity,Tiger,Unprovoked,I,M,N
1991.07.01.a,1991.0,7.0,1.0,USA,Board_Activity,Great_White,Unprovoked,I,M,N
1991.06.29,1991.0,6.0,29.0,HKG,Unknown_Activity,Unknown,Unprovoked,I,M,Y
1991.06.28,1991.0,6.0,28.0,HKG,Fishing_Activity,Unknown,Unprovoked,I,M,Y
1991.06.26,1991.0,6.0,26.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1991.06.07.b,1991.0,6.0,7.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
1991.06.07.a,1991.0,6.0,7.0,HKG,Swimming_Activity,Tiger,Unprovoked,I,F,Y
1991.05.26,1991.0,5.0,26.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1991.05.19,1991.0,5.0,19.0,ZAF,Scuba_Diving_Activity,Great_White,Unprovoked,I,M,N
1991.04.24,1991.0,4.0,24.0,OTH,Fishing_Activity,Unknown,Provoked,I,U,N
1991.04.16.b,1991.0,4.0,16.0,USA,Free_Diving_Activity,Unknown,Provoked,I,U,N
1991.04.16.a,1991.0,4.0,16.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1991.04.03,1991.0,4.0,3.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1991.03.03,1991.0,3.0,3.0,AUS,Scuba_Diving_Activity,Sand_Tiger,Unprovoked,I,M,N
1991.02.24,1991.0,2.0,24.0,USA,Board_Activity,Great_White,Unprovoked,I,M,N
1991.02.12,1991.0,2.0,12.0,ZAF,Spearfishing_Activity,Great_White,Unprovoked,I,M,N
1991.01.19,1991.0,1.0,19.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,M,N
1991.01.09,1991.0,1.0,9.0,AUS,Ski_Activity,Unknown,Unprovoked,I,M,N
1990.11.28,1990.0,11.0,28.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,M,N
1990.11.03,1990.0,11.0,3.0,USA,Scuba_Diving_Activity,Great_White,Unprovoked,I,F,N
1990.11.01,1990.0,11.0,1.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1990.10.30.b,1990.0,10.0,30.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1990.10.30.a,1990.0,10.0,30.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1990.10.27,1990.0,10.0,27.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,M,N
1990.10.25,1990.0,10.0,25.0,AUS,Board_Activity,Unknown,Unprovoked,I,M,N
1990.10.20,1990.0,10.0,20.0,USA,Board_Activity,Spinner,Unprovoked,I,M,N
1990.10.15,1990.0,10.0,15.0,USA,Board_Activity,Tiger,Unprovoked,I,M,N
1990.10.12,1990.0,10.0,12.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1990.09.15,1990.0,9.0,15.0,ZAF,Spearfishing_Activity,Great_White,Unprovoked,I,M,N
1990.09.08,1990.0,9.0,8.0,USA,Spearfishing_Activity,Great_White,Unprovoked,I,M,N
1990.09.05,1990.0,9.0,5.0,USA,Paddle_Boat_Activity,Great_White,Boating,I,M,N
1990.08.28,1990.0,8.0,28.0,USA,Board_Activity,Great_White,Unprovoked,I,M,N
1990.08.19.b,1990.0,8.0,19.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1990.08.19.a,1990.0,8.0,19.0,USA,Wading_Activity,Unknown,Unprovoked,I,M,N
1990.07.22,1990.0,7.0,22.0,USA,Wading_Activity,Unknown,Unprovoked,I,F,N
1990.07.08,1990.0,7.0,8.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1990.06.24,1990.0,6.0,24.0,ZAF,Scuba_Diving_Activity,Great_White,Unprovoked,I,F,Y
1990.06.23,1990.0,6.0,23.0,BHS,Spearfishing_Activity,Unknown,Unprovoked,I,M,N
1990.05.13,1990.0,5.0,13.0,ZAF,Fishing_Activity,Unknown,Provoked,I,F,N
1990.05.10,1990.0,5.0,10.0,AUS,Snorkeling_Activity,Unspecified_Hammerhead,Unprovoked,I,F,N
1990.05.06,1990.0,5.0,6.0,ZAF,Board_Activity,Great_White,Unprovoked,I,M,N
1990.04.14,1990.0,4.0,14.0,ZAF,Board_Activity,Great_White,Unprovoked,I,M,N
1990.04.09,1990.0,4.0,9.0,AUS,Board_Activity,Tiger,Unprovoked,I,M,N
1990.04.08,1990.0,4.0,8.0,AUS,Shellfish_Hunting_Activity,Unknown,Unprovoked,I,M,Y
1990.04.07,1990.0,4.0,7.0,AUS,Board_Activity,Unknown,Unprovoked,I,M,N
1990.04.06,1990.0,4.0,6.0,AUS,Board_Activity,Unknown,Unprovoked,I,M,N
1990.04.01,1990.0,4.0,1.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1990.03.24,1990.0,3.0,24.0,OTH,Swimming_Activity,Unknown,Unprovoked,I,M,N
1990.03.05,1990.0,3.0,5.0,REU,Board_Activity,Bull,Unprovoked,I,M,N
1990.02.17,1990.0,2.0,17.0,USA,Spearfishing_Activity,Unknown,Unprovoked,I,M,Y
1990.02.05,1990.0,2.0,5.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1990.01.12,1990.0,1.0,12.0,USA,Board_Activity,Great_White,Unprovoked,I,M,N
1989.12.19,1989.0,12.0,19.0,USA,Board_Activity,Unknown,Provoked,I,M,N
1989.11.22,1989.0,11.0,22.0,AUS,Board_Activity,Great_White,Unprovoked,I,M,N
1989.11.18,1989.0,11.0,18.0,ZAF,Spearfishing_Activity,Great_White,Unprovoked,I,M,Y
1989.11.02,1989.0,11.0,2.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,M,N
1989.10.29.R,1989.0,10.0,29.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,F,N
1989.10.22,1989.0,10.0,22.0,AUS,Board_Activity,Great_White,Unprovoked,I,M,N
1989.10.11,1989.0,10.0,11.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1989.10.01,1989.0,10.0,1.0,AUS,Board_Activity,Great_White,Unprovoked,I,M,N
1989.09.17,1989.0,9.0,17.0,ZAF,Free_Diving_Activity,Great_White,Unprovoked,I,M,N
1989.09.13,1989.0,9.0,13.0,USA,Fishing_Activity,Unknown,Provoked,I,M,N
1989.09.10,1989.0,9.0,10.0,USA,Feeding_Activity,Great_White,Boating,I,M,N
1989.09.09.b,1989.0,9.0,9.0,USA,Shellfish_Hunting_Activity,Great_White,Unprovoked,I,M,N
1989.09.09.a,1989.0,9.0,9.0,USA,Board_Activity,Sandbar,Unprovoked,I,M,N
1989.09.03,1989.0,9.0,3.0,USA,Filming_Activity,Great_Blue,Provoked,I,M,N
1989.08.29,1989.0,8.0,29.0,AUS,Feeding_Activity,Sand_Tiger,Provoked,I,M,N
1989.08.22.b,1989.0,8.0,22.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
1989.08.22.a,1989.0,8.0,22.0,ZAF,Board_Activity,Great_White,Unprovoked,I,M,N
1989.08.13,1989.0,8.0,13.0,AUS,Board_Activity,Copper,Unprovoked,I,M,N
1989.08.09,1989.0,8.0,9.0,BHS,Spearfishing_Activity,Unknown,Unprovoked,I,F,N
1989.08.06.R,1989.0,8.0,6.0,AUS,Shark_Hunting_Activity,Great_White,Provoked,I,M,N
1989.07.20,1989.0,7.0,20.0,ZAF,Board_Activity,Great_White,Unprovoked,I,M,N
1989.07.19,1989.0,7.0,19.0,REU,Board_Activity,Unknown,Unprovoked,I,M,Y
1989.07.14,1989.0,7.0,14.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1989.07.07,1989.0,7.0,7.0,USA,Wading_Activity,Unknown,Unprovoked,I,M,N
1989.06.29,1989.0,6.0,29.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1989.06.17,1989.0,6.0,17.0,USA,Spearfishing_Activity,Sand_Tiger,Unprovoked,I,M,N
1989.06.06,1989.0,6.0,6.0,ITA,Board_Activity,Great_White,Unprovoked,I,M,N
1989.06.05,1989.0,6.0,5.0,ZAF,Board_Activity,Great_White,Unprovoked,I,M,N
1989.06.03,1989.0,6.0,3.0,ZAF,Free_Diving_Activity,Great_White,Unprovoked,I,M,N
1989.04.23,1989.0,4.0,23.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
1989.04.12,1989.0,4.0,12.0,USA,Board_Activity,Great_White,Unprovoked,I,M,N
1989.04.09,1989.0,4.0,9.0,USA,Unknown_Activity,Great_White,Boating,I,M,N
1989.04.03,1989.0,4.0,3.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1989.03.09,1989.0,3.0,9.0,AUS,Board_Activity,Great_White,Unprovoked,I,M,Y
1989.03.04,1989.0,3.0,4.0,AUS,Paddle_Boat_Activity,Tiger,Boating,I,M,N
1989.02.19,1989.0,2.0,19.0,ZAF,Fishing_Activity,Unknown,Provoked,I,M,N
1989.02.15,1989.0,2.0,15.0,ZAF,Board_Activity,Unknown,Unprovoked,I,M,N
1989.02.02,1989.0,2.0,2.0,ITA,Scuba_Diving_Activity,Great_White,Unprovoked,I,M,Y
1989.01.26.a,1989.0,1.0,26.0,USA,Paddle_Boat_Activity,Great_White,Unprovoked,I,F,Y
1989.01.20.b,1989.0,1.0,20.0,USA,Board_Activity,Unspecified_Hammerhead,Unprovoked,I,M,N
1989.01.20.a,1989.0,1.0,20.0,ZAF,Human_Rescue_Activity,Unknown,Unprovoked,I,M,N
1989.01.08,1989.0,1.0,8.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1989.01.03,1989.0,1.0,3.0,AUS,Board_Activity,Tiger,Unprovoked,I,M,N
1988.12.15,1988.0,12.0,15.0,OTH,Snorkeling_Activity,Great_White,Unprovoked,I,M,Y
1988.11.08,1988.0,11.0,8.0,AUS,Sea_Disaster,Unknown,Sea Disaster,I,M,Y
1988.11.07,1988.0,11.0,7.0,AUS,Sea_Disaster,Unknown,Sea Disaster,I,M,Y
1988.10.24,1988.0,10.0,24.0,PHL,Sea_Disaster,Unknown,Sea Disaster,U,U,Y
1988.10.23,1988.0,10.0,23.0,USA,Board_Activity,Great_White,Unprovoked,I,M,N
1988.10.22,1988.0,10.0,22.0,AUS,Board_Activity,Unknown,Unprovoked,I,M,N
1988.10.14,1988.0,10.0,14.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1988.10.11,1988.0,10.0,11.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1988.10.10,1988.0,10.0,10.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1988.10.06,1988.0,10.0,6.0,AUS,Board_Activity,Unknown,Unprovoked,I,M,N
1988.09.28,1988.0,9.0,28.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1988.09.13.b,1988.0,9.0,13.0,USA,Wading_Activity,Unknown,Unprovoked,I,F,N
1988.09.13.a,1988.0,9.0,13.0,USA,Snorkeling_Activity,Bull,Unprovoked,I,M,Y
1988.08.22.b,1988.0,8.0,22.0,USA,Tank_Activity,Tiger,Provoked,I,M,N
1988.08.22.a,1988.0,8.0,22.0,ITA,Unknown_Activity,Unknown,Unprovoked,I,M,N
1988.08.19,1988.0,8.0,19.0,JPN,Unknown_Activity,Unknown,Unprovoked,I,M,N
1988.08.11,1988.0,8.0,11.0,USA,Board_Activity,Great_White,Unprovoked,I,M,N
1988.07.23,1988.0,7.0,23.0,BHS,Spearfishing_Activity,Unknown,Unprovoked,I,M,N
1988.07.19,1988.0,7.0,19.0,BHS,Spearfishing_Activity,Caribbean_Reef,Unprovoked,I,M,N
1988.07.17,1988.0,7.0,17.0,BHS,Free_Diving_Activity,Caribbean_Reef,Unprovoked,I,M,N
1988.07.11,1988.0,7.0,11.0,USA,Swimming_Activity,Unknown,Unprovoked,I,F,N
1988.07.04.b,1988.0,7.0,4.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1988.07.04.a,1988.0,7.0,4.0,BHS,Snorkeling_Activity,Unknown,Unprovoked,I,M,N
1988.06.19,1988.0,6.0,19.0,ZAF,Spearfishing_Activity,Great_White,Unprovoked,I,M,N
1988.06.16,1988.0,6.0,16.0,USA,Scuba_Diving_Activity,Sand_Tiger,Unprovoked,I,M,N
1988.06.09,1988.0,6.0,9.0,USA,Wading_Activity,Sand_Tiger,Unprovoked,I,M,N
1988.06.05,1988.0,6.0,5.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
1988.06.01,1988.0,6.0,1.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1988.05.27,1988.0,5.0,27.0,OTH,Shellfish_Hunting_Activity,Unknown,Unprovoked,I,F,Y
1988.05.10,1988.0,5.0,10.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1988.05.04,1988.0,5.0,4.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1988.04.28,1988.0,4.0,28.0,REU,Shellfish_Hunting_Activity,Unknown,Unprovoked,I,M,Y
1988.04.24,1988.0,4.0,24.0,USA,Board_Activity,Great_White,Unprovoked,I,M,N
1988.04.15a,1988.0,4.0,15.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
1988.04.14.b,1988.0,4.0,14.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1988.04.14.a,1988.0,4.0,14.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1988.03.31,1988.0,3.0,31.0,USA,Wading_Activity,Unknown,Unprovoked,I,F,N
1988.03.25,1988.0,3.0,25.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1988.03.16,1988.0,3.0,16.0,ZAF,Board_Activity,Unknown,Unprovoked,I,M,N
1988.03.14,1988.0,3.0,14.0,REU,Board_Activity,Unknown,Unprovoked,I,M,N
1988.02.15,1988.0,2.0,15.0,ZAF,Unknown_Activity,Sand_Tiger,Boating,I,M,N
1988.02.13,1988.0,2.0,13.0,ZAF,Board_Activity,Bull,Unprovoked,I,F,N
1988.02.12,1988.0,2.0,12.0,AUS,Fishing_Activity,Unspecified_Mako,Boating,I,M,N
1988.02.02,1988.0,2.0,2.0,OTH,Free_Diving_Activity,Tiger,Unprovoked,I,M,N
1988.01.14,1988.0,1.0,14.0,USA,Fishing_Activity,Unspecified_Mako,Provoked,I,M,N
1988.01.06,1988.0,1.0,6.0,ZAF,Shark_Hunting_Activity,Copper,Provoked,I,M,N
1988.01.05.R,1988.0,1.0,5.0,ZAF,Sea_Disaster,Unknown,Provoked,I,M,N
1987.12.20,1987.0,12.0,20.0,PHL,Sea_Disaster,Unknown,Sea Disaster,U,U,Y
1987.12.17,1987.0,12.0,17.0,USA,Board_Activity,Oceanic_Blacktip,Unprovoked,I,M,N
1987.11.21,1987.0,11.0,21.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1987.10.26,1987.0,10.0,26.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1987.10.11,1987.0,10.0,11.0,ZAF,Spearfishing_Activity,Great_White,Unprovoked,I,M,N
1987.10.06,1987.0,10.0,6.0,OTH,Sea_Disaster,Unknown,Sea Disaster,U,U,Y
1987.09.18,1987.0,9.0,18.0,AUS,Shellfish_Hunting_Activity,Great_White,Unprovoked,I,M,Y
1987.09.13,1987.0,9.0,13.0,ZAF,Board_Activity,Great_White,Unprovoked,I,M,N
1987.08.20,1987.0,8.0,20.0,USA,Wading_Activity,Unknown,Unprovoked,I,M,N
1987.08.15,1987.0,8.0,15.0,USA,Board_Activity,Great_White,Unprovoked,I,M,N
1987.07.21,1987.0,7.0,21.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1987.07.12.b,1987.0,7.0,12.0,USA,Board_Activity,Unknown,Unprovoked,I,F,N
1987.07.12.a,1987.0,7.0,12.0,USA,Wading_Activity,Unknown,Unprovoked,I,F,N
1987.07.11,1987.0,7.0,11.0,USA,Boat_Craft_Activity,Unknown,Boating,M,S,N
1987.07.09,1987.0,7.0,9.0,BHS,Snorkeling_Activity,Unknown,Unprovoked,I,M,N
1987.06.13,1987.0,6.0,13.0,USA,Fishing_Activity,Oceanic_Blacktip,Provoked,I,M,N
1987.05.25,1987.0,5.0,25.0,USA,Unknown_Activity,Unknown,Unprovoked,I,M,N
1987.05.08,1987.0,5.0,8.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1987.05.06,1987.0,5.0,6.0,AUS,Fishing_Activity,Unknown,Provoked,I,M,N
1987.04.18,1987.0,4.0,18.0,USA,Swimming_Activity,Unknown,Unprovoked,I,F,N
1987.04.15,1987.0,4.0,15.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1987.04.01,1987.0,4.0,1.0,OTH,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1987.03.30.b,1987.0,3.0,30.0,AUS,Board_Activity,Copper,Unprovoked,I,M,N
1987.03.30.a,1987.0,3.0,30.0,ZAF,Unknown_Activity,Great_White,Provoked,I,F,N
1987.02.28,1987.0,2.0,28.0,USA,Board_Activity,Spinner,Unprovoked,I,M,N
1987.02.19,1987.0,2.0,19.0,SLB,Sea_Disaster,Unknown,Sea Disaster,M,S,Y
1987.01.28,1987.0,1.0,28.0,ZAF,Spearfishing_Activity,Great_White,Unprovoked,I,M,N
1987.01.06,1987.0,1.0,6.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,M,N
1986.12.31,1986.0,12.0,31.0,ZAF,Spearfishing_Activity,Sand_Tiger,Unprovoked,I,M,N
1986.12.22,1986.0,12.0,22.0,ZAF,Board_Activity,Great_White,Unprovoked,I,M,Y
1986.12.11,1986.0,12.0,11.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1986.12.06.b,1986.0,12.0,6.0,BHS,Sea_Disaster,Unknown,Unprovoked,I,M,N
1986.12.06.a,1986.0,12.0,6.0,USA,Spearfishing_Activity,Great_White,Unprovoked,I,M,N
1986.11.30,1986.0,11.0,30.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1986.11.19,1986.0,11.0,19.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1986.11.04,1986.0,11.0,4.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1986.10.17,1986.0,10.0,17.0,ZAF,Misc_Activity,Sand_Tiger,Provoked,I,M,N
1986.10.03,1986.0,10.0,3.0,USA,Swimming_Activity,Lemon,Unprovoked,I,F,N
1986.10.05,1986.0,10.0,5.0,ZAF,Ski_Activity,Unknown,Unprovoked,I,M,N
1986.10.01,1986.0,10.0,1.0,AUS,Unknown_Activity,Unknown,Unprovoked,I,U,N
1986.08.19,1986.0,8.0,19.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1986.08.03,1986.0,8.0,3.0,AUS,Scuba_Diving_Activity,Unspecified_Wobbegong,Unprovoked,I,F,N
1986.07.26,1986.0,7.0,26.0,AUS,Fishing_Activity,Great_White,Boating,I,M,N
1986.07.09,1986.0,7.0,9.0,USA,Unknown_Activity,Unknown,Unprovoked,I,M,N
1986.05.18,1986.0,5.0,18.0,AUS,Scuba_Diving_Activity,Unspecified_Wobbegong,Unprovoked,I,M,N
1986.05.15,1986.0,5.0,15.0,OTH,Shellfish_Hunting_Activity,Unknown,Unprovoked,I,M,Y
1986.04.20,1986.0,4.0,20.0,USA,Fishing_Activity,Unknown,Unprovoked,I,M,Y
1986.03.18,1986.0,3.0,18.0,ESP,Board_Activity,Great_White,Unprovoked,I,M,N
1986.03.15,1986.0,3.0,15.0,ZAF,Swimming_Activity,Unknown,Unprovoked,I,M,N
1986.03.05,1986.0,3.0,5.0,ZAF,Board_Activity,Unknown,Unprovoked,I,M,N
1986.02.18,1986.0,2.0,18.0,ZAF,Board_Activity,Great_White,Unprovoked,I,M,N
1986.02.17,1986.0,2.0,17.0,ZAF,Board_Activity,Unknown,Unprovoked,I,M,N
1986.02.07,1986.0,2.0,7.0,ZAF,Swimming_Activity,Sand_Tiger,Unprovoked,I,M,N
1986.02.06,1986.0,2.0,6.0,ZAF,Spearfishing_Activity,Sand_Tiger,Unprovoked,I,M,N
1986.02.01,1986.0,2.0,1.0,AUS,Board_Activity,Copper,Unprovoked,I,M,N
1986.01.12,1986.0,1.0,12.0,USA,Board_Activity,Oceanic_Blacktip,Unprovoked,I,M,N
1985.12.22,1985.0,12.0,22.0,ZAF,Board_Activity,Unknown,Unprovoked,I,M,N
1985.12.10,1985.0,12.0,10.0,USA,Unknown_Activity,Sand_Tiger,Unprovoked,I,M,N
1985.11.11,1985.0,11.0,11.0,AUS,Fishing_Activity,Unknown,Provoked,I,M,N
1985.11.05,1985.0,11.0,5.0,USA,Boat_Craft_Activity,Great_White,Boating,U,U,N
1985.11.03,1985.0,11.0,3.0,USA,Fishing_Activity,Unknown,Provoked,I,M,N
1985.10.24,1985.0,10.0,24.0,ZAF,Board_Activity,Great_White,Unprovoked,I,M,N
1985.10.22,1985.0,10.0,22.0,USA,Shellfish_Hunting_Activity,Unknown,Unprovoked,I,M,N
1985.10.18,1985.0,10.0,18.0,USA,Board_Activity,Tiger,Unprovoked,I,M,N
1985.10.12,1985.0,10.0,12.0,USA,Inflatable_Craft_Activity,Unknown,Unprovoked,I,M,N
1985.10.05,1985.0,10.0,5.0,USA,Fishing_Activity,Unknown,Provoked,I,M,N
1985.09.28,1985.0,9.0,28.0,USA,Spearfishing_Activity,Great_White,Unprovoked,I,M,N
1985.09.08.a,1985.0,9.0,8.0,USA,Scuba_Diving_Activity,Silky,Unprovoked,I,M,N
1985.08.22,1985.0,8.0,22.0,USA,Wading_Activity,Unknown,Unprovoked,I,M,N
1985.07.25.b,1985.0,7.0,25.0,USA,Wading_Activity,Unknown,Unprovoked,I,F,N
1985.07.25.a,1985.0,7.0,25.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1985.07.21,1985.0,7.0,21.0,USA,Fishing_Activity,Great_White,Boating,I,M,N
1985.07.19,1985.0,7.0,19.0,USA,Wading_Activity,Tiger,Unprovoked,I,F,N
1985.05.08,1985.0,5.0,8.0,ZAF,Spearfishing_Activity,Unknown,Provoked,I,M,N
1985.03.16,1985.0,3.0,16.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1985.03.03,1985.0,3.0,3.0,AUS,Shellfish_Hunting_Activity,Great_White,Unprovoked,I,F,Y
1985.02.18,1985.0,2.0,18.0,USA,Scuba_Diving_Activity,Great_White,Unprovoked,I,M,N
1985.02.03,1985.0,2.0,3.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1985.01.27,1985.0,1.0,27.0,ZAF,Swimming_Activity,Sand_Tiger,Unprovoked,I,M,N
1985.01.17,1985.0,1.0,17.0,ZAF,Board_Activity,Great_White,Unprovoked,I,M,N
1985.01.16,1985.0,1.0,16.0,NZL,Observing_Activity,Unknown,Boating,I,M,N
1985.01.04,1985.0,1.0,4.0,ZAF,Spearfishing_Activity,Great_White,Unprovoked,I,M,N
1984.12.03,1984.0,12.0,3.0,ITA,Boat_Craft_Activity,Great_White,Boating,U,U,N
1984.11.30,1984.0,11.0,30.0,AUS,Boat_Craft_Activity,Tiger,Unprovoked,I,M,Y
1984.11.11,1984.0,11.0,11.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1984.11.04,1984.0,11.0,4.0,USA,Spearfishing_Activity,Unknown,Provoked,I,M,N
1984.10.21,1984.0,10.0,21.0,USA,Board_Activity,Unknown,Unprovoked,I,F,N
1984.10.14.a,1984.0,10.0,14.0,USA,Board_Activity,Oceanic_Blacktip,Unprovoked,I,M,N
1984.09.30.b,1984.0,9.0,30.0,USA,Board_Activity,Great_White,Unprovoked,I,M,N
1984.09.30.a,1984.0,9.0,30.0,USA,Free_Diving_Activity,Great_White,Unprovoked,I,M,N
1984.09.23,1984.0,9.0,23.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
1984.09.22.b,1984.0,9.0,22.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
